Metropolitan Statistical Area,Population,Fraction of population that yields herd immunity,Fraction of population with natural immunity,Fraction of population that has been vaccinated,Vaccine Countdown,Progress to Herd Immunity
"Burlington, NC MSA",169509,0.994194575250588,0.496428571428571,0.434785173648597,112473,69.7528874735702
"Eau Claire, WI MSA",169304,0.996930894106903,0.189285714285714,0.423852950904881,115644,50.0081796380685
"Bloomington, IN MSA",169230,0.967783424012792,0.632142857142857,0.535431070141228,80955,83.635322361684
"Hattiesburg, MS MSA",168849,0.865713129902123,0.466071428571429,0.312178336857192,87714,71.1649445269798
"Waterloo-Cedar Falls, IA MSA",168522,0.877391935708644,0.330357142857143,0.468449223246816,74019,69.829847594338
"Pueblo, CO MSA",168424,0.906054751263486,0.2,0.297505106160642,115055,45.7150824338219
"Blacksburg-Christiansburg, VA MSA",167531,0.93630224335845,0.0767857142857143,0.64139174242379,65850,65.1193069354457
"Kahului-Wailuku-Lahaina, HI MSA",167417,0.9562173384413,0.0482142857142857,0.495367853921645,94529,49.4186738441356
"Odessa, TX MSA",166223,0.997071757663809,0.548214285714286,0.277115681945338,137433,66.2832435390098
"Coeur d'Alene, ID MSA",165697,0.919481030924998,0.266071428571429,0.318756525465156,111093,51.8359250242832
"Auburn-Opelika, AL MSA",164542,0.9459581940925,0.185714285714286,0.323036063740565,117538,44.6587994126202
"Janesville-Beloit, WI MSA",163354,0.9956978587054,0.189285714285714,0.421122225351078,111750,49.8700015929381
"Wausau-Weston, WI MSA",163285,0.86913541472936,0.189285714285714,0.317046881219953,100373,48.3948415194022
"State College, PA MSA",162385,0.955489209468706,0.435714285714286,0.470720817809527,89758,70.620704937695
"Sebastian-Vero Beach, FL MSA",159923,0.951772917360122,0.498214285714286,0.495894899420346,81310,75.8756580720917
"Jackson, MI MSA",158510,0.945714951319192,0.435714285714286,0.419235379471327,92727,68.5857791306403
"Madera, CA MSA",157327,0.856137631307397,0.489285714285714,0.360758166112619,68810,76.5187283608749
"Chambersburg-Waynesboro, PA MSA",155027,0.976893124043359,0.435714285714286,0.324382204390203,114911,61.465690611509
"Grand Junction, CO MSA",154210,0.893022267150119,0.2,0.285000972699566,104482,45.3740869907751
"Elizabethtown-Fort Knox, KY MSA",153928,0.995258389434138,0.408928571428571,0.409236786029832,106667,62.9613307106323
"Niles, MI MSA",153401,0.997743508566235,0.435714285714286,0.416496633007608,105873,64.8698859181987
"Hanford-Corcoran, CA MSA",152940,0.996119113090881,0.489285714285714,0.274794036877207,126616,61.7991184419337
"Decatur, AL MSA",152603,0.994985574358436,0.185714285714286,0.298165828981082,123014,40.6264425993952
"Bangor, ME MSA",152148,0.991300278065164,0.203571428571429,0.534979099298052,85811,59.2188681249539
"Alexandria, LA MSA",152037,0.983498176684837,0.2375,0.294487526062735,120502,44.6967849236206
"Idaho Falls, ID MSA",151530,0.994355630772741,0.266071428571429,0.340572823863261,115465,49.3819240171302
"Wichita Falls, TX MSA",151254,0.913313485303595,0.548214285714286,0.324950083964722,86664,74.4915433609543
"Jefferson City, MO MSA",151235,0.916532761049848,0.494642857142857,0.33117995173075,90199,70.4034403706556
"Monroe, MI MSA",150500,0.923131137672687,0.435714285714286,0.345215946843854,92488,66.1915350063494
"Santa Fe, NM MSA",150358,0.8843185827847,0.578571428571429,0.584857473496588,33268,90.5103125438663
"Homosassa Springs, FL MSA",149657,0.868354600467127,0.498214285714286,0.434633862766192,57614,79.9786219009477
"Vineland-Bridgeton, NJ MSA",149527,0.979063566154706,0.126785714285714,0.398871106890394,102516,44.9670157618728
"Dothan, AL MSA",149358,0.979717533764472,0.185714285714286,0.274883166619799,120764,39.517959460739
"Texarkana, TX-AR MSA",148761,0.903515296692524,0.484344278982491,0.169157238792425,109199,62.2954021015749
"Florence-Muscle Shoals, AL MSA",147970,0.9949136681482,0.185714285714286,0.310380482530243,117458,41.5291147933526
"Valdosta, GA MSA",147292,0.9131136956583,0.2875,0.257909458762187,105713,49.5978148816123
"Albany, GA MSA",146726,0.945928703055705,0.2875,0.347307225713234,99698,53.9375490817055
"Rocky Mount, NC MSA",145770,0.928891828239081,0.496428571428571,0.386924607258009,82694,72.3214814157439
"Dalton, GA MSA",144724,0.914924932640528,0.2875,0.306652662999917,97224,52.9159281681654
"Sioux City, IA-NE-SD MSA",144701,0.891957064227649,0.465649264937452,0.470224808398007,60229,77.5584125618629
"Flagstaff, AZ MSA",143476,0.980024806362692,0.457142857142857,0.481369706431738,84487,70.6437569529236
"Morristown, TN MSA",142749,0.894343880531822,0.482142857142857,0.328422615920252,79368,71.0253928882754
"Logan, UT-ID MSA",142165,0.874380765596827,0.456218968401907,0.322737663981993,75589,70.2403061042648
"Rapid City, SD MSA",142107,0.970186851951883,0.610714285714286,0.311272491854729,101571,74.1888869306414
"Lebanon, PA MSA",141793,0.914539993052307,0.435714285714286,0.392431220158964,78044,69.4352667763366
"Winchester, VA-WV MSA",140566,0.996791716474959,0.130045151642035,0.564788071084046,76219,57.4093113781698
"Sumter, SC MSA",140466,0.929733125578602,0.476785714285714,0.236875827602409,101840,63.279325362034
"Morgantown, WV MSA",139044,0.96190698631146,0.492857142857143,0.43791893213659,81999,72.0169273445186
"Wheeling, WV-OH MSA",138948,0.899393233454774,0.571220811279862,0.387785358551401,64281,80.1504444062072
"Napa, CA MSA",137744,0.853227458368194,0.489285714285714,0.611402311534441,24848,90.2821881865338
"La Crosse-Onalaska, WI-MN MSA",136616,0.986001799881903,0.19779496649629,0.500314750834456,80796,56.6950767101281
"Sherman-Denison, TX MSA",136212,0.988719306093949,0.548214285714286,0.306118403664875,105871,68.0359138390821
"Carbondale-Marion, IL MSA",135764,0.88103256494548,0.282142857142857,0.363594178132642,76487,58.6868962398982
"Harrisonburg, VA MSA",134964,0.872981921950581,0.0767857142857143,0.504238167214961,61275,56.7885305821367
"Hammond, LA MSA",134758,0.918351337447494,0.2375,0.278937057540183,96109,46.7054969320469
"Battle Creek, MI MSA",134159,0.953538824326393,0.435714285714286,0.383761059638191,85308,66.1336554856534
"Springfield, OH MSA",134083,0.897488698843146,0.655357142857143,0.408634949993661,49877,87.143932719163
"Jonesboro, AR MSA",133860,0.987285757834836,0.483928571428571,0.268168235469894,109173,61.6319170552797
"The Villages, FL MSA",132420,0.949554132162884,0.498214285714286,0.670623772843981,43538,84.3630441453358
"Manhattan, KS MSA",130285,0.889247046831625,0.233928571428571,0.322324135548989,81839,51.2972804282702
"Johnstown, PA MSA",130192,0.903646470452852,0.435714285714286,0.41747572815534,65606,71.6798369060035
"Albany-Lebanon, OR MSA",129749,0.99423651452222,0.0892857142857143,0.40922088031507,90158,42.7162631452701
"Mount Vernon-Anacortes, WA MSA",129205,0.932634776716449,0.121428571428571,0.495940559575868,68476,55.0671998913129
"Bismarck, ND MSA",128949,0.997148514645025,0.233928571428571,0.417273495723115,88937,52.3115400006894
"Lawton, OK MSA",126415,0.994727007556562,0.251785714285714,0.359688328125618,94002,49.6615917221964
"Sierra Vista-Douglas, AZ MSA",125922,0.83396409957911,0.457142857142857,0.427772748209209,43255,79.8763879854718
"St. Joseph, MO-KS MSA",125223,0.988899967086078,0.478819657160198,0.208204563059502,110102,58.2951349325472
"Glens Falls, NY MSA",125148,0.982151079259997,0.233928571428571,0.567472113018186,64796,63.654191263983
"Pittsfield, MA MSA",124944,0.885607231833409,0.0875,0.449601421436804,65249,51.5731072350695
"Cleveland, TN MSA",124942,0.91719763536902,0.482142857142857,0.28469209713307,81058,67.0335035599275
"New Bern, NC MSA",124284,0.867648163443703,0.496428571428571,0.395915805735252,52593,77.8960065846693
"Farmington, NM MSA",123958,0.992556113030867,0.578571428571429,0.501629584214008,73118,77.4598386562932
"Ames, IA MSA",123351,0.988870593821986,0.330357142857143,0.505378959230164,72440,64.2084228212308
"Goldsboro, NC MSA",123131,0.89807545112023,0.496428571428571,0.305365829888493,71521,70.6872375935869
"Staunton, VA MSA",123120,0.995062911808201,0.0767857142857143,0.81693469785575,35488,75.9319748048104
"Lawrence, KS MSA",122259,0.935397089635893,0.233928571428571,0.469928594213923,66935,59.6460647736426
"San Angelo, TX MSA",122027,0.921277430204437,0.548214285714286,0.322592540995026,72596,73.7435537701754
"Altoona, PA MSA",121829,0.989458464182151,0.435714285714286,0.37169311083568,87554,63.1134413023744
"Mansfield, OH MSA",121154,0.880411662050886,0.655357142857143,0.328936725159714,48054,86.0263782278023
"Wenatchee, WA MSA",120629,0.88609287634171,0.121428571428571,0.490271825182999,57514,57.4537411457149
"Missoula, MT MSA",119600,0.863979534264391,0.260714285714286,0.521178929765886,46106,70.312361028075
"Owensboro, KY MSA",119440,0.945757064214039,0.408928571428571,0.395780308104488,73261,65.4998607749188
"Brunswick, GA MSA",118779,0.962268200280079,0.2875,0.340110625615639,84590,52.5421019346653
"Weirton-Steubenville, WV-OH MSA",116074,0.992073405513693,0.584310116822027,0.401269879559591,79935,74.0301634094312
"Beckley, WV MSA",115767,0.993156903058264,0.492857142857143,0.408786614492904,79571,68.4120536480228
"Sheboygan, WI MSA",115340,0.993365655887346,0.189285714285714,0.422299289058436,78399,50.0735425244175
"Muncie, IN MSA",114135,0.994577466838768,0.632142857142857,0.37935777806983,81650,76.1868636614664
"Anniston-Oxford, AL MSA",113605,0.895948290374101,0.185714285714286,0.268174816249285,79633,42.6640822292734
"California-Lexington Park, MD MSA",113510,0.938241002215073,0.469642857142857,0.457906792353097,59459,73.3512583437106
"Williamsport, PA MSA",113299,0.997505839640331,0.435714285714286,0.396817271114485,80373,63.883412601236
"Twin Falls, ID MSA",111290,0.936960627735262,0.266071428571429,0.318627010513074,77575,50.859762347031
"Longview, WA MSA",110593,0.995793995745874,0.121428571428571,0.418480373983887,76012,45.4237506312622
"Michigan City-La Porte, IN MSA",109888,0.867473557146361,0.632142857142857,0.435297757716948,30277,89.4848610945239
"Kankakee, IL MSA",109862,0.937650658346469,0.282142857142857,0.349329158398718,73089,54.1603038435156
"Watertown-Fort Drum, NY MSA",109834,0.895770931495777,0.233928571428571,0.424513356519839,58808,58.789066606386
"Lewiston-Auburn, ME MSA",108277,0.979011445546306,0.203571428571429,0.509637319098239,61956,58.1067954778072
"Sebring-Avon Park, FL MSA",106221,0.975266448350573,0.498214285714286,0.365285583829939,73405,67.9998646191752
"Decatur, IL MSA",104009,0.910274190299824,0.282142857142857,0.375188685594516,62098,57.6245655230508
"Fond du Lac, WI MSA",103403,0.992981071805752,0.189285714285714,0.342978443565467,78433,44.2644374870032
"Bay City, MI MSA",103126,0.88962864885104,0.435714285714286,0.460524019161026,44681,75.2667643029794
"Gettysburg, PA MSA",103009,0.854258244932403,0.435714285714286,0.378996010057374,45854,73.5363246726391
"Lima, OH MSA",102351,0.955341079062322,0.655357142857143,0.329366591435355,65277,79.293104658325
"Gadsden, AL MSA",102268,0.910273285271878,0.185714285714286,0.279060898814879,72572,42.8691103009084
"Ithaca, NY MSA",102180,0.950024429797504,0.233928571428571,0.647435897435897,39972,71.6100006128271
"Mankato, MN MSA",101927,0.996526137361655,0.251785714285714,0.493892687904088,62386,58.6406618558502
"Grand Forks, ND-MN MSA",100815,0.886760092245747,0.239484008898902,0.464097604523136,48550,62.8289769099019
"Victoria, TX MSA",99742,0.98619806522073,0.548214285714286,0.417336728760201,65813,72.7953547996605
"Cheyenne, WY MSA",99500,0.949894873934356,0.510714285714286,0.352924623115578,64119,70.126409002964
"Hot Springs, AR MSA",99386,0.958177414236864,0.483928571428571,0.301340229006097,71531,65.1121949214136
"Rome, GA MSA",98498,0.885080896327024,0.2875,0.318047066945522,60464,55.525735977159
"Dubuque, IA MSA",97311,0.993935799770401,0.330357142857143,0.516436990679368,56890,64.5517196161829
"Cumberland, MD-WV MSA",97284,0.86477258873332,0.476054203598301,0.380638131655771,43166,75.80542980515
"Fairbanks, AK MSA",96849,0.969679393875819,0.507142857142857,0.365094115581988,65631,69.0009687511487
"Cape Girardeau, MO-IL MSA",96765,0.997094146030011,0.481991459426741,0.309760760605591,76940,62.8229851209292
"Pocatello, ID MSA",95489,0.982474215704171,0.266071428571429,0.36299469048791,68904,51.4865812913195
"Corvallis, OR MSA",93053,0.971513363652467,0.0892857142857143,0.618916101576521,42567,61.4068625747717
"Ocean City, NJ MSA",92039,0.916411209695453,0.126785714285714,0.568476406740621,40155,62.5862337484949
"Parkersburg-Vienna, WV MSA",89339,0.902966668802623,0.973496237445493,0.685814705783588,0,100
"Pine Bluff, AR MSA",87804,0.845348671811221,0.483928571428571,0.252790305680835,46129,71.1352203231952
"Grants Pass, OR MSA",87487,0.939038274852208,0.0892857142857143,0.364328414507298,58827,41.3087418563268
"Columbus, IN MSA",83779,0.893694913551176,0.632142857142857,0.460903090273219,27573,87.807896159371
"Elmira, NY MSA",83456,0.996936893364138,0.233928571428571,0.422090682515337,57133,52.6557925431218
"Bloomsburg-Berwick, PA MSA",83194,0.899577677115384,0.435714285714286,0.494386614419309,34858,76.3460540041836
"Midland, MI MSA",83156,0.995281030720515,0.435714285714286,0.484980037519842,51294,68.5248528667456
"Kokomo, IN MSA",82544,0.964449617064264,0.632142857142857,0.357494184919558,53343,77.8162958822706
"Great Falls, MT MSA",81366,0.984591923513526,0.260714285714286,0.353145048300273,59789,50.3438891004364
"Hinesville, GA MSA",80994,0.957818434318094,0.2875,0.187791688273205,69456,42.5885956554603
"Casper, WY MSA",79858,0.950687504316321,0.510714285714286,0.32040622104235,54202,68.5616935961403
"Danville, IL MSA",75758,0.991501289335046,0.282142857142857,0.313630243670635,59420,48.8925634216233
"Grand Island, NE MSA",75553,0.972167880969172,0.435714285714286,0.374028827445634,51549,64.3579683730441
"Lewiston, ID-WA MSA",62990,0.939586280570377,0.214216769101671,0.314192729004604,44817,46.4476140271594
"Enid, OK MSA",61056,0.977248420023237,0.251785714285714,0.325488076519916,45905,48.1931769291778
"Walla Walla, WA MSA",60760,0.821225966696964,0.121428571428571,0.452402896642528,26286,58.3456958417329
"Carson City, NV MSA",55916,0.989144769868636,0.0214285714285714,0.497335288647257,33631,46.4480912122767
